,node1,node2,q,k,v
362,470,753,488.69704861111114,0.13450251736111113,55.80399305555555
363,753,471,510.07378472222223,0.1574790798611111,51.53255208333334
364,471,187,489.6970486111111,0.1325808159722222,53.96380208333335
365,187,371,371.00086805555554,0.08625850694444447,60.25833333333336
366,371,1170,279.2526041666667,0.12029982638888895,58.55173611111115
367,1170,852,293.02083333333337,0.14114305555555562,54.72274305555556
368,852,395,302.9748263888889,0.10699644097222225,54.71388888888889
369,395,1145,282.73350694444446,0.08701484374999999,58.76354166666666
370,1145,234,274.39756944444446,0.08944800347222226,59.600954861111106
371,234,853,270.046875,0.08158376736111116,58.31970486111109
372,853,235,272.03385416666663,0.07390963541666665,60.1653645833333
373,235,396,322.93055555555554,0.10169279513888888,59.42491319444444
374,396,854,337.6154513888889,0.09394913194444446,63.1048611111111
375,854,855,312.51909722222223,0.096396875,60.98819444444443
376,855,856,317.84375,0.09205902777777775,59.56059027777778
377,856,236,328.57118055555554,0.08355060763888886,61.55407986111109
378,236,457,366.84809027777777,0.10275598958333332,60.7487847222222
379,457,857,392.8515625,0.07915208333333335,64.67126736111112
380,857,237,386.1111111111111,0.05259010416666667,66.50460069444445
381,237,1155,422.5798611111111,0.07603246527777774,63.71519097222222
382,1155,383,435.22569444444446,0.09455651041666663,62.131770833333334
383,383,1154,246.0920138888889,0.06717265625,63.11059027777774
384,1154,455,246.08246527777777,0.06717265625,63.20156249999998
385,455,954,322.6640625,0.08500286458333332,61.50555555555559
386,954,296,236.30555555555554,0.07454036458333332,60.70460069444447
387,296,964,279.98784722222223,0.06352977430555556,64.06501736111115
388,964,965,309.00347222222223,0.05909253472222223,63.10260416666671
389,965,323,300.95399305555554,0.07156093749999999,59.12473958333334
390,323,966,280.97309027777777,0.08269374999999998,61.90928819444446
391,966,955,244.40798611111111,0.09322517361111111,61.127083333333346
392,955,466,238.84635416666666,0.08890885416666669,60.056423611111114
393,954,386,158.109375,0.06181736111111111,61.93559027777778
394,386,384,179.2361111111111,0.04479583333333334,65.89947916666664
395,384,385,223.91319444444443,0.04223958333333334,67.45850694444442
396,385,1212,148.70138888888889,0.03869670138888889,66.63437499999999
397,954,933,250.90798611111114,0.07335451388888889,60.97673611111112
398,933,315,352.65972222222223,0.07636675347222223,59.77630208333332
399,315,314,422.078125,0.08740286458333334,57.56996527777779
400,314,110,467.84201388888886,0.08999861111111113,58.08454861111112
401,110,896,560.1215277777777,0.10050677083333334,57.21328125000001
402,896,650,545.2065972222222,0.09750590277777779,57.93194444444448
403,650,932,479.8298611111111,0.09180833333333331,60.98020833333337
404,932,578,459.78125,0.09875486111111104,61.66458333333336
405,578,355,340.65885416666663,0.08086458333333332,62.62118055555554
406,355,109,258.6423611111111,0.07293585069444447,60.72604166666662
407,109,205,258.65711805555554,0.07293585069444447,60.770920138888854
408,205,608,151.56770833333334,0.05348072916666669,63.66362847222218
409,608,204,151.56944444444446,0.05348072916666669,63.647569444444414
410,204,64,151.54166666666669,0.05348072916666669,63.62881944444441
411,64,1029,81.51388888888889,0.04398715277777779,63.62222222222216
412,1029,203,81.51388888888889,0.04398715277777779,63.62222222222216
413,203,202,81.51388888888889,0.04398715277777779,63.62222222222216
414,202,201,151.5251736111111,0.05348072916666669,63.59999999999994
415,201,354,151.5251736111111,0.05348072916666669,63.59999999999994
416,354,186,202.33246527777777,0.06906241319444446,61.56918402777775
417,186,747,334.3793402777778,0.1217627604166667,52.03967013888891
418,747,1193,403.47222222222223,0.12052100694444451,54.251562500000034
419,1193,425,459.8802083333333,0.11580190972222232,58.82899305555557
420,425,748,443.7065972222222,0.1341888888888889,53.8654513888889
421,748,749,450.1701388888889,0.11963350694444441,57.34201388888891
422,749,426,447.27517361111114,0.11673671875000001,57.37890625000001
423,426,975,426.09461805555554,0.13776137152777782,50.78984374999999
424,975,750,444.3923611111111,0.12582152777777778,54.71336805555553
425,750,432,455.3246527777778,0.10523246527777771,59.05390624999998
426,432,751,470.1197916666667,0.10461406249999995,56.113628472222246
427,751,752,474.5902777777778,0.09813645833333327,58.99340277777779
428,752,431,466.89756944444446,0.09996484374999995,59.04262152777776
429,431,976,484.5295138888889,0.09292248263888885,59.603038194444466
430,976,1117,411.203125,0.10636840277777772,57.89079861111112
431,1117,1116,364.47743055555554,0.09819409722222219,57.78350694444445
432,1116,1138,431.10243055555554,0.08721302083333334,58.4793402777778
433,1138,187,459.58506944444446,0.10449166666666668,55.69427083333335
434,205,108,264.1267361111111,0.07195494791666669,62.77751736111108
435,108,107,309.96006944444446,0.07850286458333333,62.50477430555555
436,107,649,312.53819444444446,0.07110868055555554,63.62230902777778
437,649,1041,310.17881944444446,0.08177013888888891,61.26631944444445
438,1041,106,298.6041666666667,0.08897213541666671,60.44791666666667
439,106,647,290.91840277777777,0.0773644965277778,63.70503472222223
440,647,648,301.18229166666663,0.07419965277777782,64.22552083333332
441,648,646,319.2673611111111,0.07952118055555557,62.39739583333334
442,646,645,321.8298611111111,0.08072934027777776,62.82100694444444
443,645,644,299.7986111111111,0.07852274305555557,62.632638888888856
444,644,105,276.171875,0.0846214409722222,59.62144097222222
