ID	Latitude	Longitude
716389	34.1544	-118.649487
716390	34.149135	-118.672472
716391	34.151032	-118.680765
716392	34.148836	-118.697394
716395	34.138582	-118.720114
716397	34.138072	-118.726233
716399	34.145654	-118.759052
716400	34.146952	-118.779156
716402	33.931618	-118.394435
716403	33.931132	-118.389223
716404	33.931388	-118.389223
716405	33.931349	-118.382283
716406	33.929816	-118.373757
716407	33.93015	-118.373771
716409	33.932384	-118.3602
716410	33.933294	-118.351898
716411	33.932736	-118.3484
716412	33.930073	-118.344285
716413	33.926558	-118.338643
716414	33.924911	-118.335537
716415	33.925127	-118.330354
716416	33.924855	-118.32862
716417	33.925436	-118.325192
716418	33.925162	-118.323479
716419	33.925238	-118.313092
716420	33.925579	-118.313116
716421	33.926392	-118.304528
716422	33.926754	-118.304542
716423	33.928605	-118.29615
716424	33.928424	-118.29444
716426	33.928915	-118.285761
716427	33.927891	-118.273645
716428	33.928261	-118.273648
716430	33.928419	-118.277962
716431	33.927305	-118.266557
716432	33.927683	-118.266559
716433	33.927289	-118.263121
716434	33.927654	-118.263124
716435	33.92794	-118.256279
716436	33.928141	-118.252891
716437	33.928838	-118.244115
716438	33.928223	-118.240518
716439	33.928184	-118.233573
716440	33.929161	-118.226832
716441	33.929479	-118.226883
716442	33.929098	-118.220055
716443	33.929386	-118.220032
716444	33.926113	-118.212249
716445	33.924777	-118.209134
716446	33.923785	-118.207757
716447	33.922422	-118.20466
716448	33.921331	-118.201425
716449	33.917731	-118.194032
716450	33.918043	-118.193865
716451	33.915511	-118.187405
716452	33.914378	-118.184198
716453	33.911105	-118.174619
716454	33.911423	-118.174572
716455	33.911194	-118.169366
716456	33.91131	-118.164179
716457	33.911652	-118.164198
716458	33.912001	-118.157276
716459	33.912441	-118.155588
716460	33.912739	-118.148633
716461	33.913023	-118.148672
716462	33.9129	-118.143428
716463	33.913204	-118.143449
716464	33.91291	-118.138216
716466	33.912952	-118.131271
716467	33.913234	-118.12779
716468	33.91319	-118.122603
716470	33.913689	-118.113948
716471	33.914009	-118.113945
716473	33.758627	-118.28954
716474	33.772948	-118.279693
716475	33.78064	-118.280253
716476	33.791949	-118.282519
716477	33.807904	-118.287726
716478	33.82907	-118.28727
716479	33.845433	-118.285155
716480	33.863231	-118.284914
716481	33.865396	-118.285083
716482	33.870044	-118.28482
716484	33.884861	-118.285153
716485	33.884866	-118.28555
716486	33.892333	-118.285489
716487	33.890677	-118.285802
716488	33.899562	-118.286804
716489	33.903061	-118.2864
716490	33.90698	-118.286419
716491	33.906991	-118.286756
716492	33.914535	-118.286578
716493	33.915926	-118.285841
716494	33.919393	-118.284015
716495	33.919346	-118.283589
716496	33.93561	-118.27973
716498	33.947463	-118.279359
716499	33.951161	-118.279899
716500	33.95115	-118.280258
716501	33.958618	-118.280545
716502	33.958616	-118.281057
716503	33.960648	-118.280531
716504	33.962692	-118.280984
716507	33.968834	-118.280651
716508	33.976848	-118.280643
716509	33.968828	-118.28101
716510	33.987824	-118.280807
716511	33.989159	-118.280238
716512	33.998622	-118.280613
716513	33.998609	-118.280951
716514	34.002226	-118.28122
716515	34.006152	-118.280854
716516	34.009215	-118.281288
716517	34.010617	-118.280787
716518	34.037093	-118.274088
716520	34.040612	-118.27373
716521	34.04828	-118.266145
716523	34.055433	-118.256754
716524	34.068002	-118.238015
716526	34.074472	-118.233103
716527	34.277998	-118.606079
716528	34.277217	-118.60339
716529	34.273354	-118.588108
716530	34.273553	-118.588111
716531	34.272684	-118.558209
716532	34.272223	-118.555464
716533	34.274745	-118.538826
716534	34.275083	-118.535822
716535	34.27815	-118.504149
716536	34.277904	-118.503383
716537	34.277556	-118.498886
716538	34.273127	-118.491528
716540	34.268987	-118.485999
716541	34.268787	-118.486194
716543	34.153063	-118.359904
716544	34.154195	-118.343722
716545	34.153625	-118.327063
716546	34.154023	-118.324031
716547	34.154816	-118.311893
716548	34.155121	-118.309741
716550	34.15564	-118.29597
716551	34.154235	-118.274159
716552	34.154438	-118.272455
716553	34.155877	-118.266072
716554	34.156198	-118.265345
716555	34.156458	-118.262159
716556	34.156268	-118.25012
716557	34.156447	-118.245195
716558	34.155839	-118.242691
716559	34.15489	-118.240354
716560	34.148123	-118.229499
716561	34.146882	-118.227103
716562	34.142674	-118.184801
716563	34.142229	-118.18445
716564	34.142896	-118.172193
716565	34.144583	-118.1678
716567	34.148278	-118.157788
716568	34.171634	-118.388333
716569	34.178734	-118.394967
716570	34.185249	-118.400787
716571	34.19999	-118.403413
716572	34.219986	-118.409792
716573	34.222738	-118.410536
716574	34.23061	-118.410097
716575	34.182539	-118.171545
716576	34.179921	-118.167405
716577	34.174756	-118.160407
716578	34.176273	-118.161942
716579	34.164368	-118.158093
716580	34.160546	-118.158748
716582	34.15225	-118.154678
716583	34.152218	-118.14821
716585	34.151691	-118.142523
716586	34.15195	-118.13555
716587	34.151658	-118.12944
716588	34.152357	-118.123714
716589	34.152187	-118.117782
716590	34.152301	-118.109239
716591	34.1527	-118.102255
716592	34.152727	-118.098063
716593	34.151406	-118.091041
716594	34.148074	-118.08377
716595	34.147621	-118.079037
716596	34.148737	-118.071321
716597	34.148823	-118.069206
716598	34.148522	-118.068683
716599	34.148876	-118.066773
716600	34.148554	-118.064055
716601	34.14889	-118.055903
716602	34.148916	-118.052166
716603	34.148636	-118.048053
716604	34.148355	-118.034499
716605	34.146752	-118.029146
716606	34.135219	-117.979798
716607	34.129595	-117.935
716608	34.130142	-117.932676
716609	34.12721	-117.917059
716610	34.120999	-117.908877
716611	34.120813	-117.90718
716612	34.121161	-117.896071
716613	34.120839	-117.874498
716614	34.120655	-117.871352
716615	34.117701	-117.847619
716616	34.117595	-117.844142
716617	33.791829	-118.100867
716619	33.794536	-118.10487
716620	33.796718	-118.107431
716621	33.800308	-118.112651
716622	33.802431	-118.115997
716623	33.802629	-118.12381
716624	33.802865	-118.128314
716625	33.802649	-118.128338
716626	33.802703	-118.13339
716628	33.803094	-118.137329
716629	33.805639	-118.141821
716630	33.806208	-118.144497
716631	33.80609	-118.145126
716632	33.807173	-118.150983
716634	33.811173	-118.161074
716635	33.812037	-118.162485
716636	33.813266	-118.166414
716637	33.813053	-118.166482
716638	33.813802	-118.168227
716639	33.814193	-118.176143
716640	33.814416	-118.177538
716641	33.814996	-118.183577
716642	33.814807	-118.183838
716643	33.815698	-118.186295
716644	33.816753	-118.18802
716645	33.818022	-118.190184
716646	33.819612	-118.191829
716647	33.824899	-118.20179
716649	33.825614	-118.215047
716650	33.825332	-118.215513
716651	33.825229	-118.225244
716652	33.825518	-118.226232
716653	33.825976	-118.240051
716654	33.825757	-118.24005
716655	33.830851	-118.255253
716656	33.832936	-118.25697
716657	33.840128	-118.264312
716658	33.840237	-118.264144
716659	33.845809	-118.269724
716660	33.847883	-118.272889
716661	33.852707	-118.279831
716663	33.858551	-118.287766
716664	33.859338	-118.289828
716665	33.859963	-118.298466
716666	33.859717	-118.298546
716667	33.859955	-118.307741
716668	33.85998	-118.31095
716670	33.862176	-118.318174
716671	33.86453	-118.3259
716672	33.864701	-118.327312
716674	33.867122	-118.335344
716675	33.871474	-118.341378
716676	33.873958	-118.342856
716678	33.878338	-118.345949
716680	33.884045	-118.351506
716681	33.885033	-118.353285
716682	33.89032	-118.360662
716683	33.890483	-118.360485
716684	33.891266	-118.361985
716685	33.8919	-118.362464
716686	33.90085	-118.370549
716687	33.900921	-118.370315
716688	33.903819	-118.370313
716689	33.906863	-118.370302
716691	33.91767	-118.370052
716692	33.918874	-118.36955
716693	33.921786	-118.369125
716694	33.921751	-118.368902
716695	33.952042	-118.369045
716696	33.951752	-118.368991
716697	33.961638	-118.36932
716698	33.963205	-118.369661
716699	33.965086	-118.370528
716700	33.971543	-118.377669
716701	33.971707	-118.377522
716709	33.998479	-118.407756
716710	34.004889	-118.412552
716712	34.010121	-118.416943
716713	34.010379	-118.41687
716714	34.018964	-118.42366
716715	34.026631	-118.430023
716716	34.026728	-118.429807
716717	34.038204	-118.439159
716719	34.042214	-118.442698
716720	34.042287	-118.44249
716721	34.046105	-118.44607
716722	34.047963	-118.44737
716723	34.052401	-118.449849
716724	34.055946	-118.452118
716725	34.056927	-118.453241
716727	34.07238	-118.466123
716728	34.073269	-118.467097
716729	34.077939	-118.470493
716731	34.095833	-118.476524
716732	34.096057	-118.47685
716733	34.11048	-118.481488
716735	34.120834	-118.480151
716736	34.125144	-118.47636
716738	34.133767	-118.472292
716739	34.141958	-118.471286
716740	34.146041	-118.470721
716741	34.146041	-118.470721
716742	34.159355	-118.463521
716743	34.150297	-118.468373
716744	34.155321	-118.468529
716745	34.172831	-118.467569
716746	34.188192	-118.474075
716747	34.199504	-118.473939
716748	34.202228	-118.473512
716749	34.202543	-118.473233
716750	34.220042	-118.473313
716751	34.222979	-118.473083
716752	34.234235	-118.473205
716753	34.237367	-118.472933
716754	34.255035	-118.472413
716755	34.256625	-118.472419
716756	33.809588	-118.081304
716758	33.830383	-118.083453
716759	33.832657	-118.084601
716760	33.838278	-118.087885
716761	33.844957	-118.091715
716762	33.84679	-118.092752
716763	33.857321	-118.09579
716764	33.859308	-118.096265
716767	34.107022	-117.821888
716768	33.830177	-118.08363
716769	33.832579	-118.084831
716771	33.844875	-118.091947
716772	33.846711	-118.092994
716773	33.857271	-118.09599
716774	33.859402	-118.096491
716775	33.866067	-118.098862
716776	33.87427	-118.101893
716778	33.881753	-118.104077
716779	33.886248	-118.104435
716780	33.886691	-118.104261
716781	33.888287	-118.10455
716782	33.888878	-118.104376
716784	33.894297	-118.104669
716785	33.900526	-118.105238
716786	33.902261	-118.105349
716787	33.902407	-118.105114
716788	33.903565	-118.10513
716790	34.094818	-117.819726
716791	33.916153	-118.104585
716792	33.917606	-118.104793
716793	33.923989	-118.104406
716794	33.926206	-118.1036
716795	33.935212	-118.099885
716797	33.942967	-118.095825
716798	33.951332	-118.090846
716799	33.950974	-118.091381
716800	33.958124	-118.087014
716802	33.966467	-118.083807
716804	33.972515	-118.080722
716805	33.972857	-118.080336
716806	33.974742	-118.079877
716807	33.979377	-118.077076
716808	33.980513	-118.076242
716810	33.985594	-118.072012
716811	33.992205	-118.069649
716812	33.992148	-118.069414
716813	33.994073	-118.069196
716814	33.994533	-118.068855
716815	34.004272	-118.064134
716817	34.004792	-118.063514
716818	34.005361	-118.06248
716819	34.009316	-118.057906
716821	34.01717	-118.05398
716822	34.017016	-118.053825
716823	34.018698	-118.051437
716824	34.01886	-118.051593
716825	34.026807	-118.038666
716827	34.028108	-118.035925
716828	34.028263	-118.036063
716829	34.030914	-118.031047
716831	34.052972	-118.005179
716832	34.051776	-118.005858
716833	34.05556	-118.003436
716834	34.053746	-118.004464
716837	34.079858	-117.997784
716838	34.089665	-117.99394
716839	34.093924	-117.988767
716841	34.114761	-117.977832
716842	34.11687	-117.975459
716843	33.848404	-118.20545
716844	33.849095	-118.205202
716845	33.861086	-118.200442
716846	33.864017	-118.19821
716847	33.877433	-118.192776
716849	33.887504	-118.18958
716850	33.891258	-118.18823
716851	33.9026	-118.18619
716852	33.902585	-118.185914
716853	33.905048	-118.184378
716854	33.905011	-118.184089
716855	33.915832	-118.179574
716856	33.918675	-118.178732
716857	33.924409	-118.177989
716858	33.929626	-118.178731
716859	33.92992	-118.178962
716860	33.93079	-118.178918
716861	33.931754	-118.178439
716862	33.949445	-118.170327
716863	33.949462	-118.170596
716864	33.950741	-118.170417
716865	33.950759	-118.170667
716866	33.964927	-118.168788
716867	33.9686	-118.16791
716868	33.998038	-118.176649
716869	34.000423	-118.174959
716870	34.005785	-118.172807
716871	34.005883	-118.172597
716872	34.094818	-117.819726
716873	34.019379	-118.17355
716875	34.022791	-118.172955
716876	34.031085	-118.171069
716878	34.0344	-118.170119
716879	34.039459	-118.170157
716880	34.037619	-118.038699
716881	34.13492	-117.959306
716882	33.924409	-118.177989
716883	33.928478	-118.284031
716884	33.914766	-118.370486
716885	34.078431	-117.814654
716887	34.016298	-118.483358
716889	34.171108	-118.517031
716890	34.037067	-118.286318
716891	34.014955	-118.172721
716893	33.994088	-117.906225
716895	33.963867	-118.11987
716896	33.880305	-118.02169
716898	33.882892	-118.026822
716899	33.8834	-118.027451
716900	33.886992	-118.034125
716902	33.892489	-118.044573
716903	33.894587	-118.048098
716904	33.894587	-118.048098
716906	33.903961	-118.064046
716907	33.900669	-118.059422
716908	33.911074	-118.071686
716911	33.916643	-118.079557
716912	33.920763	-118.082501
716916	33.956897	-118.110532
716917	33.958225	-118.11239
716918	33.958225	-118.11239
716919	33.97646	-118.125953
716920	33.97646	-118.125953
716921	33.976554	-118.125758
716922	33.986224	-118.136014
716923	33.985955	-118.135337
716924	33.994935	-118.14469
716925	33.995023	-118.144513
716928	34.007592	-118.157266
716929	34.007196	-118.156466
716930	34.013529	-118.166192
716933	34.020076	-118.181702
716934	34.019879	-118.181588
716935	34.020089	-118.188975
716936	34.020088	-118.189029
716937	34.025295	-118.205056
716938	34.029033	-118.217141
716939	34.041407	-118.218373
716940	34.047784	-118.214638
716941	34.057314	-118.214378
716942	34.05905	-118.214488
716943	34.059006	-118.214706
716944	34.069368	-118.217386
716945	34.078431	-117.814654
716946	34.080943	-118.22237
716949	34.083198	-118.228213
716950	34.086881	-118.233611
716951	34.086881	-118.233611
716952	34.094038	-118.242314
716953	34.094038	-118.242314
716955	34.095413	-118.243957
716956	34.108429	-118.258982
716958	34.111314	-118.264526
716959	34.118291	-118.270166
716960	34.118291	-118.270166
716961	34.123357	-118.272486
716962	34.164088	-118.295568
716963	34.164088	-118.295568
716964	34.162761	-118.294541
716965	34.163197	-118.29497
716966	34.163197	-118.29497
716967	34.165484	-118.29753
716968	34.165484	-118.29753
716970	34.17007	-118.303837
716971	34.17007	-118.303837
716972	34.170572	-118.30448
716973	34.170572	-118.30448
716974	34.179879	-118.312407
716975	34.186308	-118.319601
716976	34.184761	-118.316661
716977	34.184491	-118.316733
716978	34.187037	-118.320656
716979	34.19381	-118.330292
716980	34.193931	-118.330086
716981	34.193931	-118.330086
716982	34.200916	-118.339473
716983	34.200916	-118.339473
716984	34.200877	-118.339185
716985	34.200877	-118.339185
716986	34.211259	-118.347597
716987	34.211259	-118.347597
716988	34.212728	-118.349041
716989	34.221104	-118.358957
716990	34.222169	-118.3673
716991	34.221822	-118.364915
716992	34.225778	-118.375075
716993	34.225778	-118.375075
716994	34.225945	-118.374982
716995	34.226627	-118.383614
716996	34.226376	-118.385923
716997	34.227093	-118.389006
716998	34.226944	-118.389042
716999	34.226944	-118.389042
717000	34.231273	-118.40134
717001	34.231047	-118.401401
717002	34.23742	-118.414827
717004	34.245149	-118.422992
717005	34.245149	-118.422992
717006	34.249183	-118.427257
717008	34.030709	-118.41147
717009	34.029516	-118.403014
717011	34.031182	-118.390169
717012	34.034476	-118.38503
717014	34.036847	-118.379114
717015	34.036959	-118.379466
717016	34.036314	-118.374796
717018	34.03577	-118.371368
717019	34.03577	-118.371368
717020	34.035587	-118.371451
717022	34.034495	-118.366371
717024	34.033989	-118.353882
717025	34.03448	-118.348667
717026	34.03448	-118.348667
717027	34.034193	-118.348655
717028	34.034193	-118.348655
717029	34.034617	-118.345712
717031	34.034894	-118.339451
717032	34.035074	-118.33108
717033	34.035298	-118.331265
717035	34.036382	-118.319158
717036	34.037228	-118.31313
717039	34.036945	-118.306723
717040	34.037253	-118.306713
717041	34.037222	-118.302221
717042	34.03682	-118.296713
717043	34.037096	-118.294389
717044	34.037067	-118.286318
717045	34.037067	-118.286318
717046	34.036841	-118.286287
717047	34.055356	-118.216546
717048	34.054801	-118.211859
717049	34.05498	-118.211804
717052	34.053995	-118.208218
717053	34.053995	-118.208218
717055	34.053753	-118.205692
717056	34.053753	-118.205692
717059	34.055193	-118.198785
717060	34.055448	-118.19888
717065	34.060186	-118.174504
717070	34.061277	-118.167246
717071	34.063934	-118.160163
717072	34.068501	-118.151418
717073	34.068501	-118.151418
717074	34.071342	-118.133569
717075	34.071342	-118.133569
717076	34.071335	-118.135155
717077	34.071335	-118.135155
717078	34.071644	-118.135158
717079	34.071644	-118.135158
717080	34.071662	-118.133572
717081	34.071662	-118.133572
717082	34.071457	-118.122386
717083	34.07146	-118.12223
717084	34.071574	-118.11718
717086	34.071803	-118.123604
717087	34.071803	-118.123604
717088	34.071438	-118.123947
717089	34.071438	-118.123947
717090	34.071819	-118.12204
717091	34.071819	-118.12204
717092	34.071665	-118.10937
717093	34.071665	-118.10937
717094	34.072021	-118.108838
717095	34.072021	-118.108838
717096	34.07168	-118.107635
717097	34.07168	-118.107635
